YM	SUBSCTN_ID	SUBSCTN_START_DT	NP_IN	TENURE	DT1_DATA_RTD_DUR	DT1_DATA_RTD_DWN_PACK	DT1_DATA_RTD_UP_PACK	DT1_DATA_RTD_CNT	DT2_DATA_RTD_DUR	DT2_DATA_RTD_DWN_PACK	DT2_DATA_RTD_UP_PACK	DT2_DATA_RTD_CNT	DT3_DATA_RTD_DUR	DT3_DATA_RTD_DWN_PACK	DT3_DATA_RTD_UP_PACK	DT3_DATA_RTD_CNT	VO1_MIN	VO1_CNT	VO1_PTYCNT	VO1_CHTMIN	VO1_TWMMIN	VO1_FETMIN	VO1_CHTCNT	VO1_TWMCNT	VO1_FETCNT	VO1_CHTPTYCNT	VO1_TWMPTYCNT	VO1_FETPTYCNT	VO2_MIN	VO2_CNT	VO2_PTYCNT	VO2_CHTMIN	VO2_TWMMIN	VO2_FETMIN	VO2_CHTCNT	VO2_TWMCNT	VO2_FETCNT	VO2_CHTPTYCNT	VO2_TWMPTYCNT	VO2_FETPTYCNT	VO3_MIN	VO3_CNT	VO3_PTYCNT	VO3_CHTMIN	VO3_TWMMIN	VO3_FETMIN	VO3_CHTCNT	VO3_TWMCNT	VO3_FETCNT	VO3_CHTPTYCNT	VO3_TWMPTYCNT	VO3_FETPTYCNT	SMS1_CNT	SMS2_CNT	SMS3_CNT	TENURE_MONTH_CNT	PREPAID_IND	GENDER_TYPE_CD	SUBSCTN_AGE	NTW_SERVICE_TYPE_CD	OFFER_SERVICE_TYPE_CD	OFFER_ID	BRANCH_CHANNEL_ID	SC_CHANNEL_ID	AGENT_CHANNEL_ID	MPRO_MEMBER_IND	NP_IN_IND	NP_FROM_CARRIER_CD	NP_OUT_IND	NP_TO_CARRIER_CD	HANDSET_RETN_CONTR_IND	HANDSET_CONTR_EXP_MONTH_CNT	HIST_HANDSET_CONTR_CNT	HIST_HANDSET_PURCHASE_CNT	AVG_HANDSET_PURCHASE_AMT	LAST_HANDSET_PURCHASE_AMT	OFFER_2GTO3G_IND	OFFER_3GTO2G_IND	OFFER_2GTO4G_IND	OFFER_3GTO4G_IND	OFFER_4GTO2G_IND	OFFER_4GTO3G_IND	VB1_TOT_PTYCNT	VB1_TOT_CNT	VB1_TOT_DUR	VB1_TWM_PTYCNT	VB1_TWM_CNT	VB1_TWM_DUR	VB1_FET_PTYCNT	VB1_FET_CNT	VB1_FET_DUR	VB1_VBT_PTYCNT	VB1_VBTCNT	VB1_VBTDUR	VB1_APW_PTYCNT	VB1_APW_CNT	VB1_APW_DUR	VB2_TOT_PTYCNT	VB2_TOT_CNT	VB2_TOT_DUR	VB2_TWM_PTYCNT	VB2_TWM_CNT	VB2_TWM_DUR	VB2_FET_PTYCNT	VB2_FET_CNT	VB2_FET_DUR	VB2_VBT_PTYCNT	VB2_VBTCNT	VB2_VBTDUR	VB2_APW_PTYCNT	VB2_APW_CNT	VB2_APW_DUR	VB3_TOT_PTYCNT	VB3_TOT_CNT	VB3_TOT_DUR	VB3_TWM_PTYCNT	VB3_TWM_CNT	VB3_TWM_DUR	VB3_FET_PTYCNT	VB3_FET_CNT	VB3_FET_DUR	VB3_VBT_PTYCNT	VB3_VBTCNT	VB3_VBTDUR	VB3_APW_PTYCNT	VB3_APW_CNT	VB3_APW_DUR
201603	407355646	2014/3/12	台哥大	24	12761.95	9874450.843750	0.000000	288.00	12342.37	4283612.437500	0.000000	134.00	13301.48	5318303.070313	0.000000	151.00	0.19	18.00	7	0.13	0.01	?	13.00	1.00	?	4	1	?	0.28	18.00	8	0.16	0.04	?	13.00	2.00	?	5	2	?	0.68	29.00	11	0.41	0.06	?	22.00	4.00	?	9	2	?	1.00	?	?	24	N	2	27	J	K	A003	6	?	SS	N	Y	TW3	Y	TW4	Y	5	1	1	0.00	0.00	N	N	N	Y	N	N	1	4.00	2.95	0	?	?	0	?	?	0	?	?	1	4.00	2.95	2	3.00	1.60	1	1.00	0.18	0	?	?	0	?	?	1	2.00	1.42	1	1.00	2.80	0	?	?	0	?	?	0	?	?	1	1.00	2.80
201603	205946491	2010/1/21	遠傳	75	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	75	Y	1	46	9	9	5	41	4635	?	N	N	?	Y	FE4	N	-1	0	0	0.00	0.00	Y	N	N	N	N	N	6	21.00	24.58	2	18.00	21.80	2	2.00	2.38	2	1.00	0.40	0	?	?	5	5.00	2.35	2	3.00	2.12	2	2.00	0.23	1	?	0.00	0	?	?	7	7.00	7.44	3	2.00	2.05	1	2.00	2.47	3	3.00	2.92	0	?	?
201603	14081241	2013/6/28	台哥大	33	?	?	?	?	?	?	?	?	?	?	?	?	1.18	68.00	22	0.57	0.01	0.18	31.00	1.00	10.00	10	1	7	0.89	35.00	10	0.50	0.00	0.06	15.00	1.00	4.00	6	1	3	2.73	66.00	19	1.38	0.07	0.40	39.00	1.00	9.00	9	1	3	?	?	3.00	33	N	2	47	5	5	7	3	?	SC	N	Y	YZT	Y	TW4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	5	18.00	21.40	0	?	?	4	14.00	14.73	0	?	?	1	4.00	6.67	10	9.00	8.36	1	?	0.00	5	6.00	8.12	3	1.00	0.07	1	2.00	0.17	10	26.00	35.88	0	?	?	8	24.00	35.21	1	?	0.00	1	2.00	0.67
201603	400139745	1996/11/16	台哥大	235	24335.17	35873460.820313	1233401.296875	282.00	26151.68	43782162.640625	3058227.382813	294.00	27222.48	17426702.406250	1079190.351563	256.00	0.38	35.00	10	0.13	0.01	0.18	13.00	1.00	17.00	5	1	4	1.26	62.00	9	0.12	0.17	0.88	6.00	9.00	43.00	3	5	5	1.37	63.00	15	0.19	0.24	0.66	12.00	10.00	32.00	7	5	2	?	?	?	235	N	1	45	D	5	S	5	?	?	N	N	?	Y	TW4	N	-1	4	3	2860.00	0.00	Y	N	N	N	N	N	8	39.00	32.26	3	28.00	27.74	4	10.00	4.05	0	?	?	1	1.00	0.47	15	85.00	76.94	7	13.00	8.20	6	69.00	66.91	1	2.00	1.38	0	?	?	15	74.00	44.56	10	26.00	15.84	3	43.00	24.99	1	3.00	2.73	0	?	?
201603	407340500	2014/2/27	台哥大	24	?	?	?	?	?	?	?	?	?	?	?	?	1.17	81.00	29	0.39	0.05	0.38	35.00	3.00	14.00	16	2	3	2.33	155.00	28	1.46	0.02	0.43	82.00	2.00	27.00	14	2	3	1.13	74.00	17	0.27	0.03	0.19	23.00	2.00	16.00	9	1	2	2.00	?	?	24	N	1	53	5	5	3	5	?	SC	N	Y	YZT	Y	TW3	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	9	23.00	30.83	2	3.00	1.30	5	18.00	24.24	1	1.00	0.27	0	?	?	9	45.00	45.57	4	6.00	2.95	3	34.00	36.92	1	2.00	0.62	1	3.00	5.08	8	38.00	46.41	2	2.00	0.84	4	21.00	30.25	2	15.00	15.32	0	?	?
201603	14394375	2013/10/1	台哥大	29	34262.40	23618786.960938	0.000000	228.00	33095.78	25428265.609375	0.000000	213.00	35659.38	40537360.554688	0.000000	278.00	0.62	41.00	7	0.30	0.02	0.19	31.00	2.00	3.00	2	2	1	0.47	41.00	6	0.36	0.03	0.02	30.00	4.00	2.00	2	2	1	0.63	44.00	2	0.57	0.05	?	38.00	4.00	?	2	2	?	11.00	8.00	28.00	29	N	2	45	J	K	A005	22	223	SA	N	Y	TW3	Y	TW4	N	-1	1	1	3590.00	3590.00	N	N	N	Y	N	N	11	12.00	10.35	7	7.00	7.50	4	5.00	2.85	0	?	?	0	?	?	3	4.00	6.65	2	2.00	5.88	1	2.00	0.77	0	?	?	0	?	?	8	9.00	5.78	8	9.00	5.78	0	?	?	0	?	?	0	?	?
201603	203461145	2003/5/16	台哥大	155	16657.53	4269109.867188	0.000000	178.00	20158.70	6077412.273438	0.000000	201.00	20449.03	8464485.039063	0.000000	205.00	0.59	18.00	7	0.19	?	?	9.00	?	?	4	?	?	0.51	18.00	6	0.49	?	?	15.00	?	?	5	?	?	0.13	8.00	3	0.02	?	?	2.00	?	?	2	?	?	?	3.00	?	155	N	1	43	J	K	A003	41	4532	?	N	N	?	Y	TW4	N	-1	4	3	8663.33	0.00	Y	N	N	Y	N	N	5	5.00	19.76	1	1.00	5.60	1	1.00	0.63	2	2.00	4.18	0	?	?	5	5.00	3.83	3	3.00	3.13	0	?	?	0	?	?	2	2.00	0.70	6	6.00	11.35	1	1.00	1.48	1	1.00	7.53	3	3.00	0.62	1	1.00	1.72
201603	13994777	2013/5/31	台哥大	33	9996.10	38967180.835938	1701124.007813	143.00	2200.23	852044.929688	105356.960938	73.00	4300.45	5001289.546875	363904.960938	68.00	0.16	16.00	2	0.06	?	?	2.00	?	?	2	?	?	0.13	17.00	2	?	?	?	?	?	?	?	?	?	0.20	27.00	3	?	0.01	?	?	1.00	?	?	1	?	?	?	?	33	N	2	30	D	5	S	29	290	SS	N	Y	FET	Y	TW4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	3	3.00	1.00	3	3.00	1.00	0	?	?	0	?	?	0	?	?	4	5.00	3.04	3	4.00	2.97	0	?	?	1	1.00	0.07	0	?	?	5	5.00	2.46	3	3.00	2.16	1	1.00	0.02	1	1.00	0.28	0	?	?
201603	2129486	1999/7/1	遠傳	203	39110.73	8677078.726563	392928.460938	828.00	40555.30	7914109.664063	496434.945313	427.00	39994.87	10199279.312500	608457.351563	1388.00	2.61	119.00	35	1.63	0.32	0.26	91.00	9.00	7.00	19	2	4	2.26	103.00	36	1.84	0.09	0.21	82.00	4.00	11.00	23	2	6	4.49	171.00	41	3.67	0.39	0.24	135.00	17.00	9.00	27	7	6	3.00	4.00	7.00	203	N	1	36	D	5	7	22	225	AC	N	N	?	Y	YZT	N	-1	3	3	1896.67	1900.00	Y	N	N	N	N	N	7	9.00	15.06	4	4.00	7.22	2	4.00	7.56	0	?	?	1	1.00	0.28	13	22.00	49.22	2	3.00	7.53	8	16.00	39.46	1	1.00	0.03	1	1.00	1.92	12	22.00	32.96	3	4.00	2.59	8	17.00	28.87	1	1.00	1.50	0	?	?
201603	407093772	2013/7/25	台灣之星	31	7492.33	4454044.398438	0.000000	62.00	18701.63	12679807.664063	0.000000	182.00	29613.50	12539201.726563	0.000000	180.00	1.96	56.00	11	1.56	?	?	47.00	?	?	5	?	?	1.45	56.00	13	1.36	?	?	51.00	?	?	8	?	?	2.20	75.00	23	1.58	?	0.17	48.00	?	4.00	7	?	2	2.00	?	?	31	N	1	39	J	K	A001	6	?	SK	N	Y	TW3	Y	VBT	N	-1	1	1	0.00	0.00	N	N	N	Y	N	N	2	2.00	7.02	2	2.00	7.02	0	?	?	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	2	2.00	1.44	0	?	?	1	1.00	0.32	0	?	?	1	1.00	1.12
201603	12879912	2012/4/30	台哥大	47	4774.52	17385446.812500	1263603.515625	319.00	7462.83	17938266.000000	1422368.640625	272.00	4649.15	9397940.687500	886963.546875	178.00	1.41	59.00	9	0.38	0.92	?	21.00	33.00	?	5	5	?	0.70	42.00	8	0.15	0.52	?	9.00	26.00	?	3	4	?	0.71	57.00	4	0.28	0.35	?	10.00	27.00	?	3	3	?	5.00	?	2.00	47	N	1	18	D	5	S	3	3457	?	N	N	?	Y	TW4	N	-1	1	1	2990.00	2990.00	Y	N	N	N	N	N	5	17.00	27.33	5	17.00	27.33	0	?	?	0	?	?	0	?	?	4	15.00	14.86	4	15.00	14.86	0	?	?	0	?	?	0	?	?	3	12.00	10.94	3	12.00	10.94	0	?	?	0	?	?	0	?	?
201603	12071466	2011/6/11	遠傳	57	1866.67	777005.804688	567489.703125	185.00	5921.48	6954223.859375	853145.054688	467.00	3695.12	2812247.968750	452153.468750	388.00	0.93	41.00	18	0.73	?	?	31.00	?	?	13	?	?	2.33	138.00	50	1.82	0.02	?	104.00	3.00	?	36	3	?	1.31	87.00	54	0.79	0.12	0.02	54.00	7.00	2.00	30	7	2	?	?	1.00	57	N	2	41	D	5	5	2422	?	?	N	N	?	Y	YZT	N	-1	1	1	8890.00	8890.00	Y	N	N	N	N	N	3	3.00	3.22	3	3.00	3.22	0	?	?	0	?	?	0	?	?	4	5.00	7.94	1	2.00	1.30	2	2.00	6.29	1	1.00	0.35	0	?	?	4	5.00	4.26	1	1.00	2.73	1	1.00	0.20	1	1.00	0.53	0	?	?
201603	206485028	2011/11/7	遠傳	53	12431.70	30657285.351563	1358277.867188	252.00	16848.07	38447442.671875	1484666.968750	311.00	17834.77	43251843.875000	2356693.570313	338.00	1.14	36.00	8	0.94	0.13	?	24.00	10.00	?	4	3	?	5.72	44.00	5	5.30	0.28	?	24.00	15.00	?	3	3	?	1.58	38.00	5	1.26	0.31	?	29.00	8.00	?	4	1	?	?	?	?	53	N	1	22	D	5	S	37	?	SS	N	Y	TW3	Y	YZT	N	-1	2	2	1745.00	3490.00	?	?	?	?	?	?	6	12.00	6.68	5	11.00	6.46	1	1.00	0.22	0	?	?	0	?	?	4	13.00	11.78	3	12.00	11.35	1	1.00	0.43	0	?	?	0	?	?	4	6.00	3.37	3	5.00	1.92	1	1.00	1.45	0	?	?	0	?	?
201603	8794140	2007/2/26	台哥大	110	21346.70	18313053.851563	717328.468750	283.00	28169.87	12339631.250000	946638.312500	327.00	26862.23	13100913.648438	2051093.078125	216.00	14.02	96.00	16	13.68	0.25	?	65.00	19.00	?	5	5	?	7.74	42.00	6	7.47	0.20	?	30.00	9.00	?	3	3	?	10.06	82.00	27	9.33	0.30	0.02	31.00	24.00	1.00	2	3	1	?	?	2.00	110	N	2	26	M	M	5	29	297	?	N	N	?	Y	TW4	N	-1	3	3	6526.33	9590.00	Y	N	N	Y	N	N	4	13.00	13.29	4	13.00	13.29	0	?	?	0	?	?	0	?	?	3	8.00	9.16	2	7.00	3.04	0	?	?	1	1.00	6.12	0	?	?	3	12.00	5.72	3	12.00	5.72	0	?	?	0	?	?	0	?	?
201603	407129240	2013/8/26	遠傳	31	?	?	?	?	?	?	?	?	?	?	?	?	0.33	11.00	3	0.07	0.01	?	2.00	1.00	?	2	1	?	1.23	45.00	10	0.56	0.06	?	14.00	4.00	?	7	3	?	0.29	12.00	7	0.14	?	?	4.00	?	?	3	?	?	?	?	?	31	N	2	29	5	5	5	71	72	SC	N	Y	APW	Y	YZT	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	1	1.00	1.78	1	1.00	1.78	0	?	?	0	?	?	0	?	?	3	5.00	3.51	2	4.00	3.29	0	?	?	1	1.00	0.22	0	?	?	1	2.00	1.70	1	2.00	1.70	0	?	?	0	?	?	0	?	?
201603	403994058	2004/7/14	台哥大	141	?	?	?	?	?	?	?	?	?	?	?	?	1.64	50.00	1	1.43	?	0.07	31.00	?	2.00	1	?	1	1.13	46.00	1	0.92	?	?	36.00	?	?	1	?	?	1.04	30.00	3	1.02	?	?	26.00	?	?	2	?	?	?	?	?	141	N	2	53	5	5	5	6	6221	?	N	N	?	Y	TW4	N	-1	3	3	5526.33	7790.00	?	?	?	?	?	?	1	2.00	1.55	0	?	?	1	2.00	1.55	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	2	?	0.00	0	?	?	0	?	?	1	?	0.00	1	?	0.00
201603	12737098	2012/3/2	台哥大	49	18719.53	12664636.585938	1233726.921875	577.00	25205.33	35833231.789063	2145008.500000	452.00	19736.95	71828045.289063	3283391.406250	280.00	0.54	26.00	11	0.34	0.05	0.06	18.00	2.00	1.00	7	1	1	0.21	17.00	10	0.14	?	0.06	10.00	?	5.00	5	?	3	0.46	23.00	5	0.28	?	0.03	13.00	?	2.00	4	?	1	?	?	?	49	N	1	37	D	5	X	22	223	SC	N	Y	TW3	Y	TW3	N	-1	2	2	0.00	0.00	?	?	?	?	?	?	3	9.00	11.60	1	3.00	3.08	2	6.00	8.52	0	?	?	0	?	?	4	9.00	6.87	2	2.00	2.20	2	7.00	4.67	0	?	?	0	?	?	7	12.00	9.52	3	4.00	4.08	4	8.00	5.44	0	?	?	0	?	?
201603	205793573	2009/7/21	台哥大	81	25227.32	46454217.140625	3476647.937500	5316.00	21898.90	47847686.562500	3349920.601563	15387.00	26221.78	48649213.390625	3832763.421875	1037.00	0.29	32.00	19	0.12	0.02	?	7.00	3.00	?	3	2	?	0.44	34.00	18	0.25	0.00	0.02	15.00	1.00	1.00	7	1	1	0.29	22.00	9	0.18	0.02	?	11.00	4.00	?	4	3	?	?	?	?	81	N	1	37	D	5	5	47	4874	?	N	N	?	Y	TW3	N	-1	1	1	7999.00	7999.00	?	?	?	?	?	?	1	3.00	2.18	1	3.00	2.18	0	?	?	0	?	?	0	?	?	6	6.00	4.72	2	2.00	1.18	2	2.00	2.14	0	?	?	2	2.00	1.40	5	7.00	3.52	2	2.00	0.47	2	4.00	2.78	1	1.00	0.27	0	?	?
201603	14982173	2014/3/21	台哥大	24	?	?	?	?	?	?	?	?	?	?	?	?	1.58	69.00	23	0.50	0.53	0.26	15.00	24.00	22.00	7	6	9	0.58	41.00	17	0.06	0.29	0.16	5.00	22.00	11.00	4	5	7	1.60	108.00	25	0.25	0.81	0.34	24.00	55.00	23.00	8	7	9	?	?	2.00	24	N	1	26	5	5	T	3	?	SC	N	Y	YZT	Y	TW4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	20	50.00	57.99	4	8.00	10.52	12	40.00	45.49	3	1.00	0.23	1	1.00	1.75	13	75.00	81.99	4	14.00	5.19	8	61.00	76.80	1	?	0.00	0	?	?	15	83.00	86.95	4	23.00	27.06	9	55.00	57.00	1	3.00	1.67	1	2.00	1.22
201603	14352988	2013/9/17	台哥大	30	5378.22	6142861.781250	585509.179688	693.00	9506.93	2978851.210938	1033042.109375	856.00	10063.55	5739406.882813	1204283.750000	1071.00	0.77	14.00	5	0.67	?	0.02	11.00	?	1.00	4	?	1	0.77	19.00	4	0.74	?	?	18.00	?	?	3	?	?	0.95	28.00	4	0.81	?	?	26.00	?	?	3	?	?	?	?	?	30	N	1	47	D	5	5	29	295	SA	N	Y	YZT	Y	TW4	N	-1	1	1	1990.00	1990.00	?	?	?	?	?	?	2	2.00	0.85	2	2.00	0.85	0	?	?	0	?	?	0	?	?	4	5.00	4.42	1	?	0.00	2	2.00	1.85	0	?	?	1	3.00	2.57	3	3.00	0.49	0	?	?	2	2.00	0.47	1	1.00	0.02	0	?	?
201603	405084196	2007/6/4	遠傳	107	?	?	?	?	?	?	?	?	?	?	?	?	0.36	25.00	7	0.22	?	0.01	20.00	?	1.00	4	?	1	0.67	46.00	17	0.25	0.02	0.07	22.00	2.00	3.00	6	2	1	1.11	58.00	13	0.36	0.20	?	29.00	9.00	?	6	2	?	20.00	1.00	3.00	107	N	2	39	5	5	5	8	?	SA	N	Y	TWM	Y	YZT	N	-1	2	2	3676.00	2562.00	Y	Y	N	N	N	N	3	5.00	4.83	1	1.00	0.63	1	1.00	0.82	0	?	?	1	3.00	3.38	5	6.00	18.39	2	2.00	8.05	1	2.00	1.00	0	?	?	2	2.00	9.34	3	11.00	26.57	2	9.00	23.57	1	2.00	3.00	0	?	?	0	?	?
201603	206563879	2012/2/1	遠傳	49	?	?	?	?	?	?	?	?	?	?	?	?	1.18	29.00	3	0.71	0.01	0.29	11.00	1.00	8.00	1	1	2	0.64	27.00	6	0.48	0.03	?	21.00	1.00	?	2	1	?	0.49	7.00	4	0.17	?	?	5.00	?	?	3	?	?	2.00	3.00	1.00	49	N	1	63	5	5	5	41	42	SA	N	Y	TWM	Y	YZT	N	-1	1	1	3680.00	3680.00	?	?	?	?	?	?	6	10.00	9.89	4	7.00	5.67	2	3.00	4.22	0	?	?	0	?	?	4	4.00	4.47	1	1.00	0.10	1	3.00	4.37	0	?	?	2	?	0.00	4	9.00	16.72	2	5.00	6.92	2	4.00	9.80	0	?	?	0	?	?
201603	203529606	2003/7/26	台哥大	153	7692.48	3304851.531250	800907.257813	1337.00	8308.38	4923849.210938	851217.046875	735.00	13348.53	5105270.062500	1070504.453125	1720.00	1.74	18.00	3	1.69	?	?	13.00	?	?	1	?	?	2.72	35.00	5	2.69	0.00	?	32.00	1.00	?	5	1	?	0.36	11.00	4	0.32	?	?	9.00	?	?	4	?	?	9.00	26.00	7.00	153	N	1	28	5	5	5	47	48	?	N	N	?	Y	TW4	N	-1	4	4	5567.50	10190.00	Y	Y	N	N	N	N	7	7.00	11.24	1	1.00	2.22	3	3.00	8.12	1	1.00	0.03	2	2.00	0.87	3	3.00	1.12	0	?	?	1	1.00	0.32	0	?	?	1	1.00	0.33	3	3.00	9.37	3	3.00	9.37	0	?	?	0	?	?	0	?	?
201603	8586512	2006/10/26	台哥大	114	?	?	?	?	?	?	?	?	?	?	?	?	0.16	7.00	1	0.13	?	?	5.00	?	?	2	?	?	0.26	10.00	5	0.26	?	?	10.00	?	?	5	?	?	0.40	15.00	5	0.32	?	?	13.00	?	?	5	?	?	1.00	11.00	1.00	114	N	1	59	5	5	5	35	?	?	N	Y	TWM	Y	TW4	N	-1	1	2	0.00	0.00	Y	N	N	N	N	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	3	1.00	0.70	0	?	?	1	1.00	0.70	1	?	0.00	1	?	0.00	5	4.00	3.22	2	2.00	1.87	2	2.00	1.35	0	?	?	1	?	0.00
201603	14304471	2013/9/4	台哥大	31	3679.77	15388798.171875	597666.140625	51.00	7252.63	27181511.640625	1223963.265625	112.00	11310.35	33360815.320313	1835985.492188	162.00	0.11	8.00	3	0.07	0.03	?	5.00	3.00	?	1	2	?	0.15	16.00	6	0.03	0.06	?	4.00	6.00	?	2	3	?	0.47	28.00	9	0.09	0.09	0.26	7.00	9.00	9.00	2	4	2	?	?	2.00	31	N	1	50	D	5	S	22	288	SC	N	Y	TW3	Y	TW4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	5	3.00	0.60	3	2.00	0.58	2	1.00	0.02	0	?	?	0	?	?	10	11.00	13.00	8	9.00	9.94	2	2.00	3.06	0	?	?	0	?	?	6	11.00	8.70	4	10.00	7.38	1	1.00	1.32	0	?	?	1	?	0.00
201603	10331457	2009/4/25	遠傳	83	37766.25	58623960.117188	4740970.859375	303.00	42215.60	83776185.281250	5489497.710938	331.00	40997.78	73696555.429688	7511636.531250	343.00	0.14	16.00	1	0.11	0.01	?	11.00	3.00	?	1	1	?	0.31	12.00	1	0.11	0.08	0.12	9.00	2.00	1.00	1	1	1	0.11	9.00	1	0.08	?	0.03	8.00	?	1.00	1	?	1	10.00	74.00	?	83	N	2	43	D	5	5	22	223	PG	N	N	?	Y	FE4	Y	11	1	1	0.00	0.00	?	?	?	?	?	?	2	4.00	22.74	1	1.00	0.87	1	3.00	21.87	0	?	?	0	?	?	2	7.00	5.58	1	3.00	2.03	1	4.00	3.55	0	?	?	0	?	?	2	4.00	25.20	0	?	?	2	4.00	25.20	0	?	?	0	?	?
201603	401941695	2001/1/31	台灣之星	183	?	?	?	?	?	?	?	?	?	?	?	?	0.72	43.00	22	0.47	0.03	0.07	20.00	2.00	7.00	10	2	4	0.44	22.00	4	0.16	?	0.11	9.00	?	5.00	4	?	3	0.68	38.00	18	0.34	0.06	0.04	21.00	1.00	3.00	11	1	2	1.00	6.00	3.00	183	N	1	42	5	5	5	71	73	?	N	N	?	Y	VBT	N	-1	2	1	2990.00	2990.00	Y	N	N	N	N	N	5	14.00	35.73	2	3.00	1.18	1	1.00	0.30	1	7.00	31.10	1	3.00	3.15	7	16.00	32.37	1	1.00	0.80	3	4.00	3.97	2	10.00	27.05	1	1.00	0.55	7	13.00	9.83	1	3.00	3.10	4	3.00	2.33	1	6.00	4.17	1	1.00	0.23
201603	324721	1997/3/29	遠傳	230	14502.10	5628806.554688	0.000000	616.00	12892.32	5544510.398438	0.000000	472.00	21596.17	15823783.906250	0.000000	469.00	0.71	50.00	25	0.31	0.09	0.11	23.00	5.00	5.00	12	2	3	2.53	95.00	37	1.77	0.05	0.47	56.00	3.00	19.00	20	1	9	3.40	135.00	32	2.08	0.53	0.33	82.00	12.00	12.00	21	2	3	?	?	?	230	N	1	42	J	K	A004	35	?	?	N	N	?	Y	YZT	N	-1	2	2	2990.00	3990.00	Y	N	N	Y	N	N	7	14.00	14.64	3	9.00	8.50	3	4.00	5.74	1	1.00	0.40	0	?	?	12	17.00	22.83	3	6.00	13.48	7	9.00	8.18	2	2.00	1.17	0	?	?	13	16.00	23.07	3	5.00	9.85	7	9.00	7.24	1	1.00	5.60	2	1.00	0.38
201603	207450656	2014/8/3	遠傳	20	?	?	?	?	?	?	?	?	?	?	?	?	0.36	41.00	3	0.11	?	?	23.00	?	?	2	?	?	0.59	54.00	3	0.15	0.01	0.01	22.00	2.00	2.00	2	1	1	0.96	79.00	6	0.14	?	0.14	22.00	?	11.00	3	?	2	3.00	1.00	1.00	20	N	2	33	5	5	5	41	41m	?	N	N	?	Y	YZT	Y	4	1	1	999.00	999.00	?	?	?	?	?	?	1	1.00	0.25	0	?	?	1	1.00	0.25	0	?	?	0	?	?	4	5.00	1.58	0	?	?	1	1.00	0.55	3	4.00	1.03	0	?	?	2	4.00	3.42	0	?	?	1	3.00	1.85	1	1.00	1.57	0	?	?
201603	205646983	2008/12/31	遠傳	88	40006.45	35925521.539063	518282.015625	223.00	25882.65	10649481.492188	1339315.546875	150.00	37902.35	32752705.375000	21226100.593750	251.00	0.34	21.00	10	0.05	0.15	0.04	6.00	6.00	4.00	4	4	3	0.41	7.00	6	0.27	?	0.10	5.00	?	1.00	5	?	1	1.26	40.00	20	0.41	0.14	0.53	20.00	6.00	6.00	10	4	3	1.00	1.00	?	88	N	1	71	J	K	A002	41	43	?	N	Y	APW	Y	FE4	N	-1	1	1	1990.00	1990.00	N	N	N	Y	N	N	9	22.00	19.79	4	9.00	10.55	4	10.00	6.47	0	?	?	1	3.00	2.77	3	4.00	4.49	0	?	?	1	1.00	0.83	0	?	?	2	3.00	3.66	4	7.00	9.83	0	?	?	1	3.00	3.73	1	1.00	0.02	2	3.00	6.08
201603	16911986	2015/8/21	遠傳	6	4487.35	136231.046875	0.000000	69.00	3483.67	225386.187500	0.000000	50.00	3543.67	104667.132813	0.000000	50.00	0.96	47.00	21	0.58	0.05	0.22	26.00	7.00	10.00	12	2	3	0.05	8.00	3	0.03	0.02	?	5.00	3.00	?	3	3	?	0.15	12.00	3	0.01	0.03	0.07	3.00	3.00	5.00	2	1	1	?	?	?	6	N	2	47	J	K	A001	3	3386	?	N	Y	YZT	Y	FE4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	4	10.00	10.62	2	6.00	10.15	2	4.00	0.47	0	?	?	0	?	?	3	3.00	2.16	1	1.00	0.22	2	2.00	1.94	0	?	?	0	?	?	1	5.00	4.63	0	?	?	1	5.00	4.63	0	?	?	0	?	?
201603	407298084	2014/1/24	台灣之星	26	6425.67	8372504.000000	852794.851563	215.00	8964.10	7738236.109375	909126.304688	147.00	7174.18	8760281.007813	772513.515625	84.00	0.24	19.00	1	0.02	0.01	?	1.00	1.00	?	1	1	?	0.36	23.00	7	?	?	0.00	?	?	2.00	?	?	2	0.22	26.00	5	?	0.03	0.01	?	5.00	2.00	?	3	2	?	?	1.00	26	N	1	37	D	5	5	6	?	SA	N	Y	TW3	Y	TSC	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	3	3.00	1.66	2	2.00	1.36	1	1.00	0.30	0	?	?	0	?	?	5	5.00	1.45	2	2.00	0.70	3	3.00	0.75	0	?	?	0	?	?	3	6.00	5.42	2	5.00	5.22	1	1.00	0.20	0	?	?	0	?	?
