YM	SUBSCTN_ID	SUBSCTN_START_DT	NP_IN	TENURE	DT1_DATA_RTD_DUR	DT1_DATA_RTD_DWN_PACK	DT1_DATA_RTD_UP_PACK	DT1_DATA_RTD_CNT	DT2_DATA_RTD_DUR	DT2_DATA_RTD_DWN_PACK	DT2_DATA_RTD_UP_PACK	DT2_DATA_RTD_CNT	DT3_DATA_RTD_DUR	DT3_DATA_RTD_DWN_PACK	DT3_DATA_RTD_UP_PACK	DT3_DATA_RTD_CNT	VO1_MIN	VO1_CNT	VO1_PTYCNT	VO1_CHTMIN	VO1_TWMMIN	VO1_FETMIN	VO1_CHTCNT	VO1_TWMCNT	VO1_FETCNT	VO1_CHTPTYCNT	VO1_TWMPTYCNT	VO1_FETPTYCNT	VO2_MIN	VO2_CNT	VO2_PTYCNT	VO2_CHTMIN	VO2_TWMMIN	VO2_FETMIN	VO2_CHTCNT	VO2_TWMCNT	VO2_FETCNT	VO2_CHTPTYCNT	VO2_TWMPTYCNT	VO2_FETPTYCNT	VO3_MIN	VO3_CNT	VO3_PTYCNT	VO3_CHTMIN	VO3_TWMMIN	VO3_FETMIN	VO3_CHTCNT	VO3_TWMCNT	VO3_FETCNT	VO3_CHTPTYCNT	VO3_TWMPTYCNT	VO3_FETPTYCNT	SMS1_CNT	SMS2_CNT	SMS3_CNT	TENURE_MONTH_CNT	PREPAID_IND	GENDER_TYPE_CD	SUBSCTN_AGE	NTW_SERVICE_TYPE_CD	OFFER_SERVICE_TYPE_CD	OFFER_ID	BRANCH_CHANNEL_ID	SC_CHANNEL_ID	AGENT_CHANNEL_ID	MPRO_MEMBER_IND	NP_IN_IND	NP_FROM_CARRIER_CD	NP_OUT_IND	NP_TO_CARRIER_CD	HANDSET_RETN_CONTR_IND	HANDSET_CONTR_EXP_MONTH_CNT	HIST_HANDSET_CONTR_CNT	HIST_HANDSET_PURCHASE_CNT	AVG_HANDSET_PURCHASE_AMT	LAST_HANDSET_PURCHASE_AMT	OFFER_2GTO3G_IND	OFFER_3GTO2G_IND	OFFER_2GTO4G_IND	OFFER_3GTO4G_IND	OFFER_4GTO2G_IND	OFFER_4GTO3G_IND	VB1_TOT_PTYCNT	VB1_TOT_CNT	VB1_TOT_DUR	VB1_TWM_PTYCNT	VB1_TWM_CNT	VB1_TWM_DUR	VB1_FET_PTYCNT	VB1_FET_CNT	VB1_FET_DUR	VB1_VBT_PTYCNT	VB1_VBTCNT	VB1_VBTDUR	VB1_APW_PTYCNT	VB1_APW_CNT	VB1_APW_DUR	VB2_TOT_PTYCNT	VB2_TOT_CNT	VB2_TOT_DUR	VB2_TWM_PTYCNT	VB2_TWM_CNT	VB2_TWM_DUR	VB2_FET_PTYCNT	VB2_FET_CNT	VB2_FET_DUR	VB2_VBT_PTYCNT	VB2_VBTCNT	VB2_VBTDUR	VB2_APW_PTYCNT	VB2_APW_CNT	VB2_APW_DUR	VB3_TOT_PTYCNT	VB3_TOT_CNT	VB3_TOT_DUR	VB3_TWM_PTYCNT	VB3_TWM_CNT	VB3_TWM_DUR	VB3_FET_PTYCNT	VB3_FET_CNT	VB3_FET_DUR	VB3_VBT_PTYCNT	VB3_VBTCNT	VB3_VBTDUR	VB3_APW_PTYCNT	VB3_APW_CNT	VB3_APW_DUR
201603	207200264	2013/12/11	台哥大	27	10263.82	28536765.953125	1926114.867188	335.00	8639.63	22460731.007813	1937177.929688	291.00	6595.68	8293554.265625	1155409.484375	202.00	1.41	80.00	15	0.66	0.07	0.40	41.00	6.00	20.00	6	2	2	3.98	147.00	22	2.97	0.07	0.54	83.00	4.00	35.00	6	2	4	4.07	102.00	9	3.47	0.06	0.01	72.00	6.00	1.00	2	2	1	?	1.00	1.00	27	N	1	23	D	5	S	41	43	SS	N	Y	TW3	Y	TW4	Y	2	1	1	0.00	0.00	?	?	?	?	?	?	7	29.00	39.26	1	2.00	1.47	4	24.00	30.94	0	?	?	2	3.00	6.85	8	23.00	21.92	2	3.00	6.12	3	16.00	13.27	1	1.00	0.08	2	3.00	2.45	8	17.00	14.61	1	3.00	2.78	3	4.00	6.28	2	3.00	1.21	2	7.00	4.34
201603	407154277	2013/9/14	遠傳	30	2487.97	29086803.226563	1461786.687500	218.00	3696.80	30683101.195313	1982861.132813	299.00	4623.05	52868638.250000	3586714.062500	309.00	0.36	19.00	6	0.22	?	0.10	8.00	?	7.00	1	?	3	0.67	25.00	8	0.17	0.15	0.29	5.00	7.00	11.00	1	4	3	0.08	10.00	6	?	0.01	0.04	?	1.00	4.00	?	1	2	?	?	1.00	30	N	2	39	D	5	S	8	8a	?	N	Y	TW3	Y	FE4	N	-1	1	1	13460.00	13460.00	?	?	?	?	?	?	2	2.00	0.85	0	?	?	2	2.00	0.85	0	?	?	0	?	?	6	6.00	7.10	2	1.00	0.18	4	5.00	6.92	0	?	?	0	?	?	2	1.00	2.05	1	?	0.00	1	1.00	2.05	0	?	?	0	?	?
201603	14233401	2013/8/14	台灣之星	31	30623.38	140519399.484375	25930900.101563	403.00	38325.62	276525494.414063	17427052.437500	500.00	34185.25	403270910.414063	28016875.734375	689.00	2.16	115.00	18	1.52	0.29	0.02	73.00	21.00	2.00	8	7	1	1.86	74.00	11	1.70	0.02	0.06	63.00	2.00	5.00	6	2	3	1.51	72.00	12	1.23	0.07	0.07	57.00	4.00	4.00	6	1	1	4.00	?	?	31	N	2	38	D	5	T	22	223	SS	N	Y	TW3	Y	VBT	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	10	13.00	6.40	6	9.00	4.59	2	2.00	1.00	1	1.00	0.48	1	1.00	0.33	7	9.00	4.41	5	6.00	3.58	2	3.00	0.83	0	?	?	0	?	?	6	17.00	20.83	3	9.00	12.40	2	7.00	6.25	0	?	?	1	1.00	2.18
201603	406307819	2011/4/20	台灣之星	60	2034.70	4604165.734375	406424.726563	141.00	2709.05	5970327.031250	517997.234375	172.00	1299.23	8232836.304688	1032940.648438	151.00	0.26	16.00	6	0.12	0.02	0.09	4.00	2.00	7.00	2	1	3	0.16	18.00	4	0.06	0.01	0.07	8.00	1.00	6.00	3	1	3	0.43	34.00	14	0.14	0.04	0.20	13.00	3.00	9.00	4	3	6	?	?	?	60	N	1	16	D	5	5	71	7309	?	N	N	?	Y	TSC	N	-1	2	2	644.00	0.00	?	?	?	?	?	?	4	8.00	5.75	0	?	?	4	8.00	5.75	0	?	?	0	?	?	1	1.00	0.10	0	?	?	1	1.00	0.10	0	?	?	0	?	?	8	10.00	7.49	1	1.00	0.42	6	8.00	6.87	1	1.00	0.20	0	?	?
201603	3124050	2000/9/2	台哥大	189	8372.67	4691909.882813	429499.398438	422.00	6786.83	5476775.367188	392950.429688	393.00	6926.68	5875571.437500	430969.039063	380.00	0.57	35.00	6	0.35	0.07	?	24.00	4.00	?	6	2	?	0.56	29.00	6	0.44	0.05	?	19.00	4.00	?	6	1	?	0.38	29.00	10	0.07	0.20	?	7.00	16.00	?	4	2	?	?	?	?	189	N	1	33	D	5	S	29	295	?	N	N	?	Y	TW4	N	-1	3	3	1063.33	3190.00	Y	Y	N	N	N	N	2	22.00	16.46	2	22.00	16.46	0	?	?	0	?	?	0	?	?	2	26.00	16.41	2	26.00	16.41	0	?	?	0	?	?	0	?	?	4	28.00	21.56	3	27.00	21.19	1	1.00	0.37	0	?	?	0	?	?
201603	14738183	2014/1/9	台灣之星	26	1287.73	2561947.851563	21606.773438	42.00	43.95	404556.023438	0.000000	3.00	2789.77	3491686.109375	0.000000	37.00	0.21	7.00	1	0.05	?	0.10	2.00	?	2.00	1	?	1	?	?	?	?	?	?	?	?	?	?	?	?	0.25	5.00	1	0.18	?	0.00	1.00	?	1.00	1	?	1	?	?	?	26	N	1	33	J	K	A004	35	3599	?	N	N	?	Y	TSC	Y	3	1	1	6990.00	6990.00	N	N	N	Y	N	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	9967282	2008/11/21	亞太	89	9084.95	5081427.507813	969945.585938	534.00	7110.20	5466515.710938	708516.265625	386.00	6506.18	9931728.328125	720581.945313	398.00	0.66	28.00	12	0.13	0.13	0.06	9.00	5.00	3.00	2	3	1	0.52	26.00	13	0.30	0.03	0.02	16.00	2.00	2.00	6	2	1	0.78	34.00	14	0.27	0.06	0.02	11.00	3.00	2.00	2	3	2	1.00	?	?	89	N	2	33	5	5	T	22	287	?	N	Y	APW	Y	AP4	N	-1	2	2	13345.00	3990.00	?	?	?	?	?	?	11	20.00	27.77	6	6.00	7.46	1	10.00	14.92	0	?	?	4	4.00	5.39	11	13.00	14.14	6	8.00	10.99	3	3.00	1.25	0	?	?	2	2.00	1.90	9	19.00	46.96	2	5.00	11.67	5	11.00	26.97	0	?	?	1	1.00	4.07
201603	205590130	2008/10/14	台灣之星	90	20128.30	17581896.007813	0.000000	179.00	15633.92	15298360.843750	0.000000	155.00	17831.45	17233086.375000	0.000000	199.00	0.10	13.00	6	0.03	?	?	5.00	?	?	3	?	?	0.06	9.00	3	0.02	?	0.01	2.00	?	1.00	2	?	1	0.04	5.00	4	?	?	?	?	?	?	?	?	?	?	?	?	90	N	2	31	J	K	A003	49	4936	?	N	Y	MBT	Y	TSC	Y	6	3	3	4093.33	10490.00	N	N	N	Y	N	N	3	4.00	1.57	0	?	?	1	2.00	0.53	1	1.00	0.47	1	1.00	0.57	7	14.00	7.51	2	3.00	0.78	3	5.00	4.15	2	6.00	2.58	0	?	?	4	6.00	3.05	0	?	?	1	2.00	1.03	2	3.00	1.57	1	1.00	0.45
201603	207081059	2013/8/14	遠傳	31	1610.00	10158985.289063	619195.531250	280.00	977.12	7326586.921875	506250.593750	165.00	1295.82	9035655.554688	556077.414063	212.00	0.30	41.00	9	0.30	?	?	38.00	?	?	6	?	?	0.68	63.00	12	0.54	0.12	?	52.00	10.00	?	9	2	?	0.61	55.00	7	0.55	0.06	?	53.00	1.00	?	6	1	?	1.00	2.00	?	31	N	1	43	D	5	5	47	?	SC	N	Y	TWM	Y	YZT	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	1	?	0.00	1	?	0.00	0	?	?	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	405339170	2008/3/13	亞太	97	?	?	?	?	?	?	?	?	?	?	?	?	0.99	181.00	30	0.06	0.09	0.37	13.00	12.00	46.00	4	7	6	1.40	230.00	38	0.24	0.25	0.34	21.00	29.00	63.00	5	8	9	0.61	137.00	17	0.06	0.09	0.22	11.00	11.00	42.00	4	7	7	?	?	?	97	N	1	65	5	5	5	71	7203	?	N	Y	TAT	Y	AP4	N	-1	0	0	0.00	0.00	Y	N	N	N	N	N	17	151.00	86.76	10	47.00	26.74	5	83.00	53.72	1	2.00	0.47	1	19.00	5.83	16	159.00	102.11	6	25.00	14.83	7	98.00	73.13	1	1.00	0.35	2	35.00	13.80	14	134.00	55.19	6	13.00	4.17	6	76.00	40.85	1	2.00	0.50	1	43.00	9.67
201603	12674321	2012/2/4	台哥大	50	30828.20	16685047.953125	0.000000	173.00	16002.58	3400311.968750	0.000000	129.00	14568.43	2666123.953125	0.000000	112.00	0.24	18.00	9	0.16	0.04	0.04	7.00	4.00	5.00	4	3	2	0.46	20.00	11	0.33	0.01	?	9.00	2.00	?	8	2	?	0.31	27.00	11	0.11	0.12	0.07	11.00	9.00	7.00	7	3	1	?	12.00	6.00	50	N	2	62	J	K	A003	35	3502	?	N	Y	TWM	Y	TW4	Y	13	1	1	2990.00	2990.00	N	N	N	Y	N	N	11	17.00	22.96	4	9.00	15.03	3	4.00	0.96	2	2.00	1.78	2	2.00	5.19	9	17.00	15.42	5	11.00	10.82	1	1.00	1.08	2	4.00	2.24	1	1.00	1.28	11	24.00	33.41	7	7.00	15.22	2	15.00	15.98	2	2.00	2.21	0	?	?
201603	406076985	2010/7/27	台哥大	68	36060.10	11294055.812500	2507728.796875	183.00	32893.12	17306943.687500	3329408.351563	169.00	38517.35	21601180.289063	2969647.492188	202.00	0.48	33.00	6	0.37	0.00	0.03	27.00	1.00	2.00	3	1	1	1.04	40.00	6	0.53	0.13	0.25	32.00	3.00	3.00	3	1	2	0.82	33.00	10	0.30	0.13	0.01	23.00	2.00	1.00	4	2	1	?	6.00	?	68	N	2	36	J	K	A004	71	72	SA	N	Y	TW3	Y	TW4	N	-1	1	1	9900.00	9900.00	N	N	N	Y	N	N	3	8.00	6.57	1	1.00	0.17	2	7.00	6.40	0	?	?	0	?	?	8	10.00	16.89	4	5.00	5.27	1	2.00	9.45	1	1.00	0.07	1	1.00	0.58	9	12.00	8.76	4	4.00	4.09	2	5.00	4.05	1	1.00	0.02	2	2.00	0.60
201603	2912955	2000/3/24	遠傳	194	33817.67	8642500.320313	1095253.429688	273.00	35795.78	9931759.195313	210303.570313	332.00	12638.33	12777744.750000	898592.562500	400.00	0.54	36.00	20	0.16	0.06	0.16	12.00	1.00	13.00	7	1	9	0.49	29.00	16	0.23	0.00	0.13	14.00	1.00	10.00	7	1	5	0.89	43.00	24	0.38	0.01	0.28	22.00	2.00	11.00	11	2	7	1.00	?	?	194	N	1	35	J	K	A003	38	?	AC	N	N	?	Y	FE4	N	-1	3	2	8395.00	16790.00	Y	N	N	Y	N	N	17	31.00	48.69	0	?	?	17	31.00	48.69	0	?	?	0	?	?	8	15.00	18.62	1	3.00	4.65	4	9.00	12.24	1	1.00	0.53	1	1.00	0.45	14	30.00	25.03	3	4.00	2.48	9	24.00	20.99	1	1.00	0.03	1	1.00	1.53
201603	403245788	2003/2/17	台灣之星	159	?	?	?	?	?	?	?	?	?	?	?	?	1.34	96.00	11	1.17	0.01	0.05	83.00	1.00	2.00	8	1	2	1.18	86.00	11	1.02	0.02	0.07	75.00	1.00	4.00	8	1	2	1.80	113.00	23	1.38	0.00	0.21	90.00	1.00	8.00	13	1	3	?	?	?	159	N	2	57	5	5	S	6	66	?	N	N	?	Y	TSC	N	-1	5	4	247.50	0.00	Y	N	N	N	N	N	4	18.00	12.40	0	?	?	0	?	?	2	5.00	4.62	2	13.00	7.78	6	15.00	32.72	0	?	?	3	3.00	2.59	1	6.00	21.40	2	6.00	8.73	4	6.00	4.05	1	1.00	0.25	1	1.00	1.02	1	1.00	1.53	1	3.00	1.25
201603	407118990	2013/8/15	台哥大	31	7042.93	890207.375000	2155533.304688	288.00	20236.15	3667880.000000	11370056.320313	512.00	16757.53	4010629.015625	5617512.898438	496.00	0.48	33.00	12	0.01	0.42	?	1.00	25.00	?	1	6	?	0.18	10.00	3	0.08	0.04	?	4.00	3.00	?	2	2	?	0.40	29.00	10	0.15	0.14	?	9.00	15.00	?	5	5	?	?	?	?	31	N	1	45	D	5	S	5	?	SK	N	Y	TW3	Y	TW4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	9	34.00	33.39	7	28.00	17.49	1	1.00	0.45	0	?	?	0	?	?	1	1.00	1.43	1	1.00	1.43	0	?	?	0	?	?	0	?	?	8	23.00	17.97	7	21.00	13.84	0	?	?	0	?	?	0	?	?
201603	202009746	2001/4/3	台哥大	182	7953.07	6553737.007813	0.000000	111.00	22374.25	2783515.539063	0.000000	238.00	3868.20	380657.718750	0.000000	56.00	0.14	12.00	5	0.11	?	0.00	7.00	?	1.00	4	?	1	0.18	14.00	10	0.07	0.02	0.02	4.00	3.00	2.00	4	3	1	0.10	8.00	6	0.02	0.01	?	1.00	3.00	?	1	2	?	1.00	?	?	182	N	2	54	J	K	A002	47	?	?	N	N	?	Y	TW3	Y	33	1	1	0.00	0.00	N	N	Y	N	N	N	1	2.00	0.92	0	?	?	1	2.00	0.92	0	?	?	0	?	?	3	3.00	1.63	1	?	0.00	2	3.00	1.63	0	?	?	0	?	?	4	3.00	8.97	1	1.00	5.35	1	?	0.00	0	?	?	2	2.00	3.62
201603	17538535	2016/1/12	台灣之星	1	41528.92	874390864.046875	12032450.460938	331.00	16631.20	605167074.531250	8041986.750000	188.00	?	?	?	?	1.11	12.00	1	?	?	?	?	?	?	?	?	?	0.00	1.00	1	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	N	1	41	J	K	A005	35	3596	?	N	N	?	Y	TSC	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1.00	0.03	0	?	?	1	1.00	0.03	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	207183465	2013/11/20	亞太	27	180.80	208222.289063	7675.523438	2.00	2534.95	757784.023438	17264.906250	13.00	?	?	?	?	0.00	1.00	1	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	0.80	3.00	1	?	?	?	?	?	?	?	?	?	?	?	?	27	N	2	23	D	5	S	41	45	SA	N	N	?	Y	AP4	Y	3	1	1	4990.00	4990.00	?	?	?	?	?	?	5	?	0.00	2	?	0.00	1	?	0.00	0	?	?	2	?	0.00	3	?	0.00	2	?	0.00	0	?	?	0	?	?	1	?	0.00	11	?	0.00	7	?	0.00	3	?	0.00	0	?	?	1	?	0.00
201603	1893045	1999/3/25	遠傳	206	40945.73	2558356.437500	46754.382813	217.00	42532.50	1553420.398438	31982.859375	212.00	39326.22	2857112.476563	67623.179688	214.00	0.22	15.00	5	0.09	0.10	?	5.00	7.00	?	4	4	?	0.30	11.00	7	0.17	0.06	0.07	5.00	3.00	1.00	4	2	1	0.29	16.00	4	0.01	0.23	0.04	3.00	10.00	3.00	3	3	1	?	?	?	206	N	1	67	J	K	A003	22	223	AC	N	N	?	Y	FE4	Y	8	3	2	4494.50	6990.00	Y	Y	N	Y	N	N	5	8.00	12.67	4	7.00	12.32	0	?	?	0	?	?	0	?	?	1	2.00	2.50	1	2.00	2.50	0	?	?	0	?	?	0	?	?	6	15.00	16.08	4	12.00	14.60	2	3.00	1.48	0	?	?	0	?	?
201603	4681870	2002/1/21	遠傳	172	39593.65	18232384.695313	1273866.960938	275.00	42010.97	45756914.164063	2622565.421875	275.00	42525.22	11213655.492188	799192.656250	223.00	0.03	1.00	1	0.03	?	?	1.00	?	?	1	?	?	0.10	8.00	3	0.01	?	0.04	1.00	?	1.00	1	?	1	0.01	2.00	1	?	?	0.00	?	?	1.00	?	?	1	?	?	?	172	N	1	61	D	5	6	22	225	?	N	N	?	Y	FE4	N	-1	3	2	8045.00	10900.00	Y	N	N	N	N	N	3	3.00	6.61	0	?	?	3	3.00	6.61	0	?	?	0	?	?	1	2.00	0.57	0	?	?	1	2.00	0.57	0	?	?	0	?	?	4	5.00	5.24	0	?	?	4	5.00	5.24	0	?	?	0	?	?
201603	15323366	2014/6/26	台哥大	20	?	?	?	?	?	?	?	?	?	?	?	?	0.44	33.00	10	0.16	0.13	0.12	13.00	9.00	7.00	3	7	3	2.07	74.00	23	1.10	0.69	0.17	40.00	24.00	8.00	9	8	5	1.61	69.00	28	0.80	0.33	0.43	33.00	16.00	16.00	8	10	7	?	1.00	?	20	N	2	50	5	5	S	22	227	SS	N	Y	YZT	Y	TW3	Y	2	1	1	0.00	0.00	?	?	?	?	?	?	6	16.00	7.03	2	6.00	1.98	4	10.00	5.05	0	?	?	0	?	?	18	43.00	58.58	7	21.00	27.91	8	19.00	27.32	2	2.00	3.03	1	1.00	0.32	7	21.00	29.43	4	8.00	14.32	2	12.00	14.49	0	?	?	1	1.00	0.62
201603	407922856	2015/8/3	台哥大	7	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	7	Y	2	49	I	9	5	71	7301	?	N	N	?	Y	TW3	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1.00	0.08	0	?	?	1	1.00	0.08	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	14366079	2013/9/19	台哥大	30	34047.15	57474857.531250	0.000000	311.00	38416.93	53389446.742188	0.000000	300.00	37493.60	53353253.429688	0.000000	278.00	1.51	53.00	8	0.73	0.09	?	20.00	8.00	?	6	6	?	1.04	23.00	7	0.85	0.02	?	10.00	3.00	?	4	1	?	0.95	43.00	12	0.29	0.01	?	19.00	1.00	?	3	1	?	1.00	1.00	?	30	N	2	34	J	K	A004	38	?	SA	N	N	?	Y	TW4	N	-1	1	1	390.00	390.00	N	N	N	Y	N	N	6	32.00	72.46	4	10.00	6.06	0	?	?	0	?	?	2	22.00	66.40	9	20.00	28.83	3	6.00	5.64	3	3.00	2.27	1	1.00	0.50	2	10.00	20.42	5	12.00	39.21	2	2.00	13.26	1	1.00	1.62	0	?	?	2	9.00	24.33
201603	14813313	2014/2/6	台哥大	25	11862.50	31846069.679688	2614036.593750	372.00	15729.12	40207646.148438	3296712.320313	420.00	16152.93	39275499.554688	3740768.179688	406.00	6.97	117.00	13	6.02	0.03	0.01	82.00	3.00	1.00	10	2	1	8.09	149.00	33	7.44	0.02	0.08	114.00	3.00	7.00	11	3	3	5.71	119.00	37	4.88	0.04	0.12	92.00	2.00	4.00	17	2	3	7.00	7.00	6.00	25	N	1	29	G	5	S	35	?	?	N	Y	TW3	Y	TW4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	14	37.00	47.95	7	25.00	41.41	2	?	0.00	1	2.00	1.33	4	10.00	5.21	14	33.00	83.77	6	20.00	55.76	3	3.00	0.62	2	2.00	1.53	1	4.00	20.33	15	27.00	34.98	5	14.00	12.46	4	3.00	10.47	2	4.00	4.90	4	6.00	7.15
201603	401758178	2000/9/28	亞太	188	10927.00	18238111.718750	1387949.640625	289.00	9195.77	32875833.781250	1848180.085938	179.00	9051.85	17332203.585938	1313067.875000	216.00	0.60	32.00	7	0.45	0.11	0.03	19.00	8.00	3.00	6	4	2	0.54	22.00	3	0.34	0.16	?	16.00	5.00	?	4	2	?	0.31	31.00	6	0.18	0.08	0.01	20.00	6.00	1.00	4	3	1	4.00	3.00	8.00	188	N	2	36	D	5	5	71	77	AB	N	N	?	Y	AP4	N	-1	4	3	5656.67	10990.00	Y	N	N	N	N	N	8	12.00	8.36	3	3.00	1.41	2	6.00	6.08	1	1.00	0.37	2	2.00	0.50	6	10.00	13.90	2	5.00	12.15	1	1.00	0.30	1	3.00	1.17	2	1.00	0.28	6	6.00	19.85	3	3.00	18.85	2	2.00	0.87	1	1.00	0.13	0	?	?
201603	206791752	2012/10/17	台哥大	41	4958.85	21774111.273438	1608900.343750	366.00	3010.93	9975505.828125	910730.414063	346.00	2912.77	9497063.132813	1066165.812500	327.00	0.09	14.00	6	?	?	0.01	?	?	1.00	?	?	1	0.13	11.00	8	0.01	0.01	?	1.00	1.00	?	1	1	?	0.05	5.00	3	?	?	?	?	?	?	?	?	?	?	?	?	41	N	2	23	D	5	Z	41	43	SS	N	Y	APW	Y	TW3	N	-1	2	2	0.00	0.00	?	?	?	?	?	?	1	1.00	0.83	0	?	?	1	1.00	0.83	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	407355892	2014/3/10	遠傳	24	27484.48	25467535.835938	2457420.976563	164.00	37035.78	56597196.335938	5551449.625000	196.00	27258.67	26076492.164063	2280323.656250	153.00	0.73	14.00	3	0.71	?	?	13.00	?	?	2	?	?	1.47	12.00	4	1.36	?	?	11.00	?	?	3	?	?	0.65	12.00	2	0.65	?	?	12.00	?	?	2	?	?	?	?	?	24	N	2	34	J	K	A004	6	?	SA	N	N	?	Y	FE4	N	-1	1	1	1990.00	1990.00	N	N	N	Y	N	N	1	1.00	0.63	0	?	?	1	1.00	0.63	0	?	?	0	?	?	2	3.00	10.07	1	2.00	8.62	0	?	?	0	?	?	1	1.00	1.45	2	2.00	2.82	2	2.00	2.82	0	?	?	0	?	?	0	?	?
201603	16488641	2015/5/1	台哥大	10	6180.87	12411930.406250	0.000000	64.00	8323.47	16489611.656250	0.000000	75.00	15542.35	8294395.828125	0.000000	103.00	2.26	92.00	22	0.35	0.03	0.18	23.00	6.00	9.00	4	3	1	1.88	54.00	18	0.16	0.29	0.01	13.00	12.00	2.00	5	4	2	1.76	80.00	20	0.24	0.07	0.06	18.00	8.00	5.00	6	3	1	1.00	?	?	10	N	2	29	J	K	A003	29	29c	?	N	Y	YZT	Y	TW4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	9	17.00	8.15	8	9.00	4.72	1	8.00	3.43	0	?	?	0	?	?	5	8.00	5.29	2	4.00	3.02	2	3.00	1.77	0	?	?	1	1.00	0.50	6	7.00	5.69	4	5.00	4.58	2	2.00	1.11	0	?	?	0	?	?
201603	14388428	2013/9/30	台哥大	30	1342.88	2783631.312500	266775.812500	30.00	10446.30	6868150.945313	864505.078125	441.00	12834.42	5786053.851563	900869.742188	574.00	1.10	73.00	11	0.69	0.13	?	55.00	3.00	?	3	2	?	1.20	86.00	13	0.67	0.06	0.08	62.00	4.00	5.00	7	2	2	1.35	61.00	7	0.89	0.04	0.06	38.00	3.00	8.00	4	1	4	?	?	?	30	N	2	38	D	5	S	3	34	SA	N	Y	YZT	Y	TW4	N	-1	1	1	5590.00	5590.00	?	?	?	?	?	?	7	22.00	38.33	4	7.00	16.37	2	5.00	11.98	1	10.00	9.98	0	?	?	7	20.00	23.86	2	8.00	9.40	3	8.00	7.43	2	4.00	7.03	0	?	?	9	18.00	31.51	3	3.00	7.20	5	14.00	21.34	1	1.00	2.97	0	?	?
201603	15088661	2014/4/23	台哥大	23	36581.53	41853362.093750	4552723.398438	350.00	42938.53	48291745.296875	4934200.335938	438.00	42006.45	54705866.648438	4188518.968750	339.00	2.65	81.00	28	0.88	0.50	0.67	25.00	8.00	33.00	13	4	8	3.14	97.00	33	0.67	0.85	0.90	26.00	13.00	39.00	15	2	6	2.33	61.00	30	0.74	0.93	0.21	24.00	15.00	15.00	16	3	5	1.00	3.00	1.00	23	N	1	47	J	K	A006	22	288	SC	N	Y	YZT	Y	TW3	Y	6	1	1	0.00	0.00	N	N	N	Y	N	N	9	28.00	26.08	2	4.00	4.12	7	24.00	21.96	0	?	?	0	?	?	12	48.00	86.84	4	7.00	29.35	7	40.00	57.46	1	1.00	0.03	0	?	?	7	34.00	135.45	4	16.00	118.10	3	18.00	17.35	0	?	?	0	?	?
201603	498020	1998/3/17	台哥大	219	41189.73	25007925.281250	1516719.101563	182.00	43696.68	45782740.492188	2227750.632813	193.00	42185.65	73042033.242188	2787386.328125	192.00	4.73	314.00	74	2.08	0.53	0.92	126.00	28.00	73.00	23	8	12	6.43	350.00	78	4.01	0.16	1.00	165.00	15.00	72.00	34	6	10	5.36	348.00	66	2.87	0.32	0.68	167.00	22.00	51.00	25	7	6	?	?	?	219	N	2	54	J	K	A006	29	290	?	N	N	?	Y	TW4	N	0	6	7	1688.57	0.00	Y	N	N	Y	N	N	10	61.00	48.16	3	6.00	5.00	7	55.00	43.16	0	?	?	0	?	?	14	35.00	33.04	6	6.00	5.45	8	29.00	27.59	0	?	?	0	?	?	15	33.00	42.78	8	10.00	8.38	7	23.00	34.40	0	?	?	0	?	?
